MoonLight| World is always condradict true human.I support you madam.Rab aap k smile kvi na churaye aap se. Graceful human. Great Artist.
rashidah Khan| Enough digging old stories on her. Yr interview is just like a merry go round  n u still coming to her past issue. You just a stupid bald man. Not professional in yr interview. U go girl Sunny,  u handle this asshole really professional. Leave her the way she is. Not every one in this world is perfect. That is her choice n she proud of it. So what u expect more out of it stupid man!!! U such an ugly interviewer. Yukkh!! ""
Monika Mehta| I am fan of sunny after watching this interview . Great respect for sunny how she handled his stupid and disgraceful questions. He was putting her down  and i bet as soon as he got home he watched her " movies" ..hypocrite man accusing her that india is number one on watching porn movies ... Yes because of men like him who put her down during the day and watch her movies at night . And if was so much bother about her past n her why did he agreed to take her interview . But hates off to sunny for keeping calm and answer all the questions with such nice way . Basically she slapped him with her answers . Not just him i bet all those men who criticise her and accuse her , watch her at night .
Bachelor's cooking centre| Madarchod takle ,,,inke saare porn tune hi dekhe honge ..tabhi tujhe itna bura lag raha he.....she is great ....Bhai tu tatti he pure wali
Prahaadish K.l| After this interview this brave ABC beautiful women earned all my respect. And that interviewer shucked big time
Anubrata Bhattacharya| The interview goes like this:Sunny Leone: I am okay with my past career and look forward to my future career in India.Interviewer: But how could you? You are haunted by your past and that will certainly affect your future prospects! Regret! Regret!WTF man!!! CNN News. how could you employ such a stupid journalist in your company?!! At one point he asks seriously, ''Do you think Indian wives are jealous of you that you are maybe snatching their husbands?'!!!!'Well some people might take grave offence at that statement! Kudos to Sunny leone for tolerating this idiot.
Ruchi Goyal| Reporter I want to smash your balls.shame on you
Rohit Singh| Handled gracefuly..
assasuddin owaisi| She is a person who has had sex on camera for money. Sucked penises of multiple men. Its quite obvious she took the easy route to earn cheap fast money by selling herself. She did not study. However, we should not disrespect her. Its her life. Nd she should be given respect as an individual. However, she should not be projected as some idol. She is technically a prostitute. Yes. She should not be insulted. Neither should she be kept on a pedestal
Kevin Mathew| Thanks for making her feel in her own interview that she isn't wanted there. IBN should've kicked this guy out after this interview. But this guy has got perfect initials for himself, BC.
Divya ann| Hats off to her. Any press is good press for her name.
Prasenjit Dasgupta| What an idiotic display of journalism a shame on the profession and what a graceful Sunny You are beautiful as a person hope to see you on screen again and again and again....
suraj kumar| Fuck that reporter ....he doesn't know how to talk ..
nitin singh| I m in love with sunny
Sharyu Chute| Close minded fuck
Kamran Khan| Bhupendra grilled sunny badly here, least what she deserved.
Prayasha Panda| Sunny, your cool attitude was a red hot slap on this sexist hypocrite. Butt-hurt interviewer.
fowad khan| All you sunny lovers like me wack off over her amazing fucking scenes appreciating on her being cool etc..you nurd heads... emotional psychopaths. She is a prostitute and she was paid for this interview, a women who works for money knows how to and where to get it from few slurs here and there not gonna stop her from being a RANDI!
rahul yadav| Its disgusting to see how this reporter is trying to demean the acctress with every single question and that "bitch face". no matter what past she has when a person is making a new start if you can't support her atleast don't insult her..
Nikita Singh| Son of bitch!!
Sahem Rai| Yu r such an asbole bhupendra...... Yu must have seen her videos and jerk off..... I wud kill him if he is in front of me..... Jackass....dirty mind..... And probably his looks is such a loser.... Fuckedup guy...... Fuck yu
Sulagna Chakrabarti| Bhupendra was trying to be a Vocal Porn Star to match Sunny's grade. He is an asshole
ahmed aktar| Sunny is dirty bitchbupendra choubey is great fellow
ahmed aktar| Bhupendra chowbey is great
sriraj jayaprakash| She's beautiful
Jannat Zarin Subah Karim| Stupid interview great girl sunny  really proud of u  ,my girl
sumit mohanty| Such an asshole this interviewer is.
Sunita Pandit| 11K dislikes for the illiterate bastard :D she is really beautiful and so much grace. wow."Hotseat...with madarchod"
Kamakshi Bhaskar| She’s an inspiring to all those women who deal with assholes (like this man) who constantly try to put a woman down - for her past, her present, or whatever they damn feel like.LOVE her for dealing with his shit so gracefully!
Vishesh Nagre| Cheers for sunny!!😘😘 And that bloody asshole tried to put her down😡... Sunny is full of positivity... Love her... respect her..
ritu Pandey| My respect for her raised to great levels and my feeling of grossness for this pervert minded bald man also grew linearly. He shows the typical shit like mentality of most  men who judge the women on the value of their vagina.she so gracefully answered his pathetic questions. His line "if I am being morally corrupted" shows What his morals are that can be corrupted seeing a women.
Gajanan N| No like
Ayan Chakraborty| outright disgusting
Vocal Tuna| I wish this bald joker suffers like HELL! F**king idiot
Sagar Joshi| This is so silly. The guy looks like he was jacking off in his imaginations whilst interviewing. Sure she was a Porn Star you bald jackass, get over it.!
Lazylads| Sunny you are inspiration for smart people
Suzi Mann| Batameez interviewer!! 😡
Ankit Gurjar| Ganje maanja 😈😈😈😈
ArizVIEW| My respect for Karen, aka Sunny, just increased a thousandfold.
kuksybee| This guy is such a disgrace to journalism, interviewing and broadcasting, working of course for the Cuck News Network..... He was not interviewing her.... He went instantly Gestapo on her.His "viewers" definitely did not set questions for him to ask. These are probably questions set by his "velnaa-handling" wife because she caught him cracking one off to Sunny. I've never thought much of Sunny Leone as a character as I have not watched any of her movies, either Hindi or pornographic but after watching this, I give her respect for holding herself well and not bitch-slapping this guy to a previous pitiful lifetime. This is only my opinion though. 
amit rathore| totally disrespect of a woman... chutiya lodu
sritejad| A total maggot interviewing a very good person. Keep growing Sunny! You are such a nice human being.
Deepshikha Yadav| Oh my god ......such a graceful woman..I don't care what she did in the past...I am going to respect her irrespective of her past ..I could see it in her eyes that she was displeased with the questions but she answered each and every question so calmly....sunny you go girl ....there is always gonna be haters....but love is greater than hatred ...sunny we love you 😍😍😘😘😘
